,年度,縣市別,序號,醫療院所名稱,醫療院所十碼代碼,郵遞區號,地    址
8540,2016,臺中市,8541,曾曉鐘小兒科診所,3517063494,407,台中市西屯區河南路二段496號
8541,2016,臺中市,8542,陳永忠小兒科診所,3517061098,407,台中市西屯區西屯路三段159-68號
8542,2016,臺中市,8543,溢恩診所,3517064053,407,台中市西屯區西屯路三段159-82號
8543,2016,臺中市,8544,喜洋洋小兒科診所,3503270267,407,台中市西屯區河南路二段429號
8544,2016,臺中市,8545,佑家親子診所,3503270883,407,台中市西屯區青海路2段242-31號
8545,2016,臺中市,8546,吉安診所,3517061132,407,台中市西屯區青海路一段65-2號
8546,2016,臺中市,8547,舒民診所,3503271148,407,台中市西屯區福科二路8號
8547,2016,臺中市,8548,博濟診所,3517063592,407,台中市西屯區逢甲路233號
8548,2016,臺中市,8549,澄清中港院區,1517061032,407,台中市西屯區台灣大道四段966號
8549,2016,臺中市,8550,林聖凱婦幼診所,3517063369,407,台中市西屯區福科路702號
8550,2016,臺中市,8551,安正診所,3503270909,407,台中市西屯區長安路二段37號
8551,2016,臺中市,8552,陳建富腸胃內科診所,3517063921,407,台中市西屯區黎明路2段751號
8552,2016,臺中市,8553,祥和診所,3517064437,407,台中市西屯區西屯路3段148-33號
8553,2016,臺中市,8554,福茂聯合門診福茂小兒科診所,3517060078,407,台中市西屯區西屯路2段273-1號
8554,2016,臺中市,8555,崇芳小兒科家庭醫學科聯合診所,3517063083,407,台中市西屯區福科路419號
8555,2016,臺中市,8556,臺中市南屯區衛生所,2317070010,408,台中市南屯區向心南路811號
8556,2016,臺中市,8557,林新醫療社團法人林新醫院,0917070029,408,台中市南屯區惠中路三段36號
8557,2016,臺中市,8558,小熊小兒科診所,3517073230,408,台中市南屯區向上南路一段179號1樓
8558,2016,臺中市,8559,張智誠診所,3503280209,408,台中市南屯區寶山東1街5號1樓
8559,2016,臺中市,8560,張家強小兒科診所,3517070515,408,台中市南屯區黎明路二段490號
8560,2016,臺中市,8561,賴東昇小兒科診所,3517072180,408,台中市南屯區大業路93號
8561,2016,臺中市,8562,董建宗小兒科診所,3517072028,408,台中市南屯區大墩路508號
8562,2016,臺中市,8563,博幼小兒科診所,3517072368,408,台中市南屯區公益路二段181號
8563,2016,臺中市,8564,寶貝熊小兒科診所,3517072304,408,台中市南屯區公益路二段362.366號
8564,2016,臺中市,8565,明道小兒科診所,3517070444,408,台中市南屯區向心南路933號
8565,2016,臺中市,8566,蘇晉暉診所,3517070453,408,台中市南屯區向心路35號
8566,2016,臺中市,8567,李漢亮小兒科診所,3517070499,408,台中市南屯區忠勇路41-3號
8567,2016,臺中市,8568,祥恩診所,3517072359,408,台中市南屯區大墩路321號
8568,2016,臺中市,8569,郭品君診所,3517070293,408,台中市南屯區黎明路一段1059.1061號1樓
8569,2016,臺中市,8570,親子診所,3517070533,408,台中市南屯區黎明路一段1091號
8570,2016,臺中市,8571,汪小兒科診所,3517072260,408,台中市南屯區黎明路一段1138號1樓
8571,2016,臺中市,8572,林俊彥小兒科診所,3517072279,408,台中市南屯區黎明路一段229號
8572,2016,臺中市,8573,施勝桓小兒科診所,3517070837,408,台中市南屯區黎明路二段286號
8573,2016,臺中市,8574,張文吉小兒科診所,3517072831,408,台中市南屯區向上南路一段273號
8574,2016,臺中市,8575,葉晉榮診所,3517071898,408,台中市南屯區忠勇路70-9號
8575,2016,臺中市,8576,姚耳鼻喉科診所,3517072411,408,台中市南屯區忠勇路25-6號1樓
8576,2016,臺中市,8577,大容診所,3503280110,408,台中市南屯區大容東街14號
8577,2016,臺中市,8578,幼安診所,3517073436,408,台中市南屯區大墩路263號1樓
8578,2016,臺中市,8579,蘇德慶診所,3517070757,408,台中市南屯區東興路二段57號
8579,2016,臺中市,8580,林子凱耳鼻喉科,3517073052,408,台中市南屯區公益路二段19號
8580,2016,臺中市,8581,媽媽咪亞診所,3503280469,408,台中市南屯區公益路二段60號
8581,2016,臺中市,8582,加寧診所,3503280334,408,台中市南屯區河南路四段393號
8582,2016,臺中市,8583,閤安診所,3503280370,408,台中市南屯區楓和路691號
8583,2016,臺中市,8584,周省村診所,3503280503,408,台中市南屯區東興路二段42號
8584,2016,臺中市,8585,薛凱中診所,3503280558,408,台中市南屯區大墩路383號
8585,2016,臺中市,8586,上怡診所,3503280432,408,台中市南屯區大墩12街650號1樓
8586,2016,臺中市,8587,佳鴻診所,3503280852,408,台中市南屯區文心南二路229號1樓
8587,2016,臺中市,8588,忠勇診所,3503280914,408,台中市南屯區忠勇路67之3號
8588,2016,臺中市,8589,王欽耀診所,3517070382,408,台中市南屯區忠勇路43-2號
8589,2016,臺中市,8590,華生診所,3517070275,408,台中市南屯區黎明路二段496號
8590,2016,臺中市,8591,大墩診所,3517072813,408,台中市南屯區大墩路188號
8591,2016,臺中市,8592,昱宏診所,3517072037,408,台中市南屯區大隆路119號
8592,2016,臺中市,8593,陳左任診所,3517070588,408,台中市南屯區忠勇路46-5號
8593,2016,臺中市,8594,先進診所,3517073034,408,台中市南屯區永春東路878號1樓
8594,2016,臺中市,8595,文良診所,3517070104,408,台中市南屯區黎明路一段1139號
8595,2016,臺中市,8596,益康診所,3517072199,408,台中市南屯區向上南路一段343號1樓
8596,2016,臺中市,8597,欣民診所,3517070775,408,台中市南屯區黎明路一段106號
8597,2016,臺中市,8598,偉宏診所,3517070177,408,台中市南屯區黎明路一段1110號
8598,2016,臺中市,8599,經典診所,3517073310,408,台中市南屯區忠勇路64-1號1樓
8599,2016,臺中市,8600,朗雲診所,3503280610,408,台中市南屯區南屯路二段203號1樓
8600,2016,臺中市,8601,邢志宇耳鼻喉科診所,3503280898,408,台中市南屯區南屯路二段252號
8601,2016,臺中市,8602,鄭元凱耳鼻喉科-新合約,3517072859,408,台中市南屯區河南路四段376號
8602,2016,臺中市,8603,主悅診所,尚申請中,408,台中市南屯區干城街269號
8603,2016,臺中市,8604,瑞東診所,3503280512,408,台中市南屯區嶺東路918號
8604,2016,臺中市,8605,臺中市北屯區四民衛生所,2317081022,406,台中市北屯區后庄路1062號
8605,2016,臺中市,8606,昆海診所,3503290205,406,台中市北屯區中清路二段268號
8606,2016,臺中市,8607,劉錦理小兒科診所,3517081134,406,台中市北屯區后庄路1102號
8607,2016,臺中市,8608,張廣智耳鼻喉科診所,3517081938,406,台中市北屯區中清路2段531號
8608,2016,臺中市,8609,曾耳鼻喉科診所,3517081358,406,台中市北屯區中清路二段326號
8609,2016,臺中市,8610,劉昌興小兒科診所,3517080833,406,台中市北屯區四平路352號
8610,2016,臺中市,8611,曾文星耳鼻喉科診所,3503290072,406,台中市北屯區昌平路2段11-37號
8611,2016,臺中市,8612,王榮森小兒科診所,3517081189,406,台中市北屯區昌平路二段11-9號
8612,2016,臺中市,8613,林子巡診所,3503290367,406,台中市北屯區松竹路2段667號
8613,2016,臺中市,8614,符乾龍小兒科診所,3517083503,406,台中市北屯區大鵬路64號
8614,2016,臺中市,8615,王秉菴小兒科診所,3517081465,406,台中市北屯區崇德路二段297號
8615,2016,臺中市,8616,莊雅旭小兒科診所,3517082971,406,台中市北屯區松竹路2段155號1樓
8616,2016,臺中市,8617,文彥診所,3517083638,406,台中市北屯區昌平路二段8-20號
8617,2016,臺中市,8618,吉祥耳鼻喉科診所,3517081152,406,台中市北屯區崇德路2段461號
8618,2016,臺中市,8619,優安小兒科診所,3503290027,406,台中市北屯區北屯路531號
8619,2016,臺中市,8620,蘇益寬小兒科診所,3517083398,406,台中市北屯區大連路一段4號
8620,2016,臺中市,8621,惠幼診所,3503290081,406,台中市北屯區中清路二段490號
8621,2016,臺中市,8622,小蘋果小兒科,3503290134,406,台中市北屯區中清路2段307號
8622,2016,臺中市,8623,王佑賢小兒科,3517083487,406,台中市北屯區興安路二段419號
8623,2016,臺中市,8624,明陽診所,3517080575,406,台中市北屯區昌平路2段46號
8624,2016,臺中市,8625,元亨診所,3517083923,406,台中市北屯區松竹路二段303號
8625,2016,臺中市,8626,韓勝通耳鼻喉科,3517083085,406,台中市北屯區中清路二段716號
8626,2016,臺中市,8627,駿朋診所,3517083781,406,台中市北屯區中清路二段616號
8627,2016,臺中市,8628,佑康診所,3503290287,406,台中市北屯區中清路二段586號
8628,2016,臺中市,8629,中清診所,3517083656,406,台中市北屯區中清路二段433號
8629,2016,臺中市,8630,萊恩耳鼻喉科,3503290321,406,台中市北屯區崇德路二段205號
8630,2016,臺中市,8631,永新診所,3517081821,406,台中市北屯區松竹路二段116號
8631,2016,臺中市,8632,臺中市北屯區軍功衛生所,2317080016,406,台中市北屯區軍功路二段16號
8632,2016,臺中市,8633,弘光科技大學附設老人醫院,1417080517,406,台中市北屯區太原路三段1141號 
8633,2016,臺中市,8634,澄清復健醫院,1503290016,406,台中市北屯區太原路三段1142號
8634,2016,臺中市,8635,聯安醫院,1517080019,406,台中市北屯區東山路一段37號
8635,2016,臺中市,8636,茂盛醫院 ,1503290025,406,台中市北屯區昌平路一段３０－６號（１樓至４樓） 
8636,2016,臺中市,8637,劉安耳鼻喉科診所,3503290330,406,台中市北屯區東山路１段２２５－２號１樓 
8637,2016,臺中市,8638,大源診所,3517081232,406,台中市北屯區興安路一段335號
8638,2016,臺中市,8639,張澎旭耳鼻喉科診所 ,3517083263,406,台中市北屯區昌平路一段91-22號
8639,2016,臺中市,8640,博民診所,3517080691,406,台中市北屯區進化北路6號
8640,2016,臺中市,8641,鵬政診所,3517080806,406,台中市北屯區興安路一段106號
8641,2016,臺中市,8642,吳明峰診所,3517081447,406,台中市北屯區青島路四段19號
8642,2016,臺中市,8643,寶存家庭醫學科診所,3517081625,406,台中市北屯區平安里青島路四段130號
8643,2016,臺中市,8644,英吉診所,3517083512,406,台中市北屯區北屯路213號
8644,2016,臺中市,8645,京冠診所,3517083549,406,台中市北屯區崇德路2段252號
8645,2016,臺中市,8646,林育民診所,3517081125,406,台中市北屯區平安里熱河路二段57號 
8646,2016,臺中市,8647,和生診所,3517083334,406,台中市北屯區興安路一段320號1F
8647,2016,臺中市,8648,陳茂庭外婦產科,3517080486,406,台中市北屯區昌平路一段86號
8648,2016,臺中市,8649,東山家庭醫學科診所,3517083567,406,台中市北屯區東山路一段308號
8649,2016,臺中市,8650,弘光婦產科診所,3517083558,406,台中市北屯區東山路一段308號
8650,2016,臺中市,8651,許明正婦產科診所,3517083898,406,台中市北屯區文心路四段750號
8651,2016,臺中市,8652,李彥德耳鼻喉科診所,3517083790,406,台中市北屯區軍功路1段732號1-2樓
8652,2016,臺中市,8653,承安耳鼻喉科診所,3517082999,406,台中市北屯區北屯路441號1樓
8653,2016,臺中市,8654,陳憲立小兒科診所,3517081474,406,台中市北屯區昌平路1段42號
8654,2016,臺中市,8655,寶健耳鼻喉科診所,3517081321,406,台中市北屯區東山路1段216-23號
8655,2016,臺中市,8656,幼恩小兒科診所,3503290054,406,台中市北屯區東山路1段298-2號
8656,2016,臺中市,8657,安安診所,3517080977,406,台中市北屯路299-4號
8657,2016,臺中市,8658,承康診所,3503290045,406,台中市北屯區東山路1段300-1號
8658,2016,臺中市,8659,林士璁小兒科診所,3517081812,406,台中市北屯區大連路2段231號
8659,2016,臺中市,8660,芳鄰診所,3517081394,406,台中市北屯區東山路1段240號1F
8660,2016,臺中市,8661,康康診所,3517081714,406,台中市北屯區北屯路428-3號
8661,2016,臺中市,8662,楊醫師小兒科診所,3517083674,406,台中市北屯區昌平路1段356之1號
8662,2016,臺中市,8663,瑞健診所,3517081198,406,台中市北屯區興安路1段341號
8663,2016,臺中市,8664,優幼診所,3517083914,406,台中市北屯區北屯路435-16號１樓
8664,2016,臺中市,8665,蘇游耳鼻喉科診所,3517081652,406,台中市北屯區昌平路1段99-3號1F
8665,2016,臺中市,8666,臺中市豐原區衛生所,2336010016,420,台中市豐原區中興路136號
8666,2016,臺中市,8667,衛生福利部豐原醫院, 0136010010 ,420,台中市豐原區安康路100號
8667,2016,臺中市,8668,中國附醫附設豐原分院,1336010015,420,台中市豐原區中正路199號
8668,2016,臺中市,8669,惠盛醫院,1503010018,420,台中市豐原區中正路268號
8669,2016,臺中市,8670,杏豐醫院,1503010027,420,台中市豐原區三民路106號
8670,2016,臺中市,8671,豐安醫院,1536010046,420,台中市豐原區中正路115號
8671,2016,臺中市,8672,福平醫院,1536010055,420,台中市豐原區中正路71號
8672,2016,臺中市,8673,祥恩醫院,1536011294,420,台中市豐原區中興路35號
8673,2016,臺中市,8674,漢忠醫院,1536011267,420,台中市豐原區中正路218號
8674,2016,臺中市,8675,新惠生醫院,1586011276,420,台中市豐原區圓環北路1段319號
8675,2016,臺中市,8676,大順診所,3536013067,420,台中市豐原區北陽路138號
8676,2016,臺中市,8677,大安診所,3536012962,420,台中市豐原區中正路293號
8677,2016,臺中市,8678,謝榮吉診所,3536011287,420,台中市豐原區南陽路299-6號
8678,2016,臺中市,8679,劉銘郎內科診所,3536012793,420,台中市豐原區中正路83號
8679,2016,臺中市,8680,保生診所,3536012873,420,台中市豐原區中正路317號
8680,2016,臺中市,8681,惠生小兒科,3530310047,420,台中市豐原區圓環北路1段319-1號
8681,2016,臺中市,8682,蔣小兒科診所,3536010253,420,台中市豐原區中正路253號
8682,2016,臺中市,8683,林政光小兒科診所,3536010342,420,台中市豐原區府前街96號
8683,2016,臺中市,8684,楊啟坤耳鼻喉診所,3503010154,420,台中市豐原區豐東路16號
8684,2016,臺中市,8685,長庚黃啟昌診所,3536010897,420,台中市豐原區中正路289號
8685,2016,臺中市,8686,許耀騰診所,3536010959,420,台中市豐原區中正路222號
8686,2016,臺中市,8687,許慶芳耳鼻喉科診所,3536010986,420,台中市豐原區中山路506號
8687,2016,臺中市,8688,佳幼診所,3536011401,420,台中市豐原區中正路264號
8688,2016,臺中市,8689,吳志修耳鼻喉科診所,3536011456,420,台中市豐原區中山路347號
8689,2016,臺中市,8690,林大丕小兒科診所,3536012579,420,台中市豐原區三民路130號
8690,2016,臺中市,8691,呂維國婦產科診所,3536012855,420,台中市豐原區中正路348號
8691,2016,臺中市,8692,文化診所,3536012983,420,台中市豐原區圓環東路721號1-2樓
8692,2016,臺中市,8693,林永祥小兒科診所,3503010038,420,台中市豐原區中正路89號
8693,2016,臺中市,8694,基成內兒科診所,3536010360,420,台中市豐原區中山路369號
8694,2016,臺中市,8695,林秋能小兒科診所,3536010566,420,台中市豐原區中山路437號
8695,2016,臺中市,8696,謝錦松內小兒科診所,3536010771,420,台中市豐原區中正路394號
8696,2016,臺中市,8697,親親診所,3536012560,420,台中市豐原區中山路一六二號
8697,2016,臺中市,8698,臺中市大甲區衛生所,2336030018,437,台中市大甲區文武里德興路81號
8698,2016,臺中市,8699,李綜合社團醫療法人大甲李綜合醫院,0936030018,437,台中市大甲區平安里八德街2號
8699,2016,臺中市,8700,力倫診所,3536031832,437,台中市大甲區蔣公路246號
8700,2016,臺中市,8701,元吉診所,3536030264,437,台中市大甲區孔門裡文武路65號
8701,2016,臺中市,8702,小朋友小兒科診所,3536031734,437,台中市大甲區庄美里蔣公路255號
8702,2016,臺中市,8703,小熊的森林診所,3536031752,437,台中市大甲區孔門里三民路132號
8703,2016,臺中市,8704,宏光診所,3536031761,437,台中市大甲區大甲里鎮政路6-2號
8704,2016,臺中市,8705,黃兆聖小兒科診所,3536030611,437,台中市大甲區孔門里順天路297號
8705,2016,臺中市,8706,順安醫院,1503030010,437,台中市大甲區大甲里光明路6號
8706,2016,臺中市,8707,錫欽診所,3536030120,437,台中市大甲區孟春里通天路178號
8707,2016,臺中市,8708,見安診所,3536031798,437,台中市大甲區文武里順天路391號
8708,2016,臺中市,8709,琉璃光診所,3536030451,437,台中市大甲區岷山里順天路336號
8709,2016,臺中市,8710,昇和聯合診所,3536030595,437,台中市大甲區庄美里文武路197-8號
8710,2016,臺中市,8711,岷安診所,3536030522,437,台中市大甲區朝陽里民生路9-2號
8711,2016,臺中市,8712,王登源診所,3536030380,437,台中市大甲區南陽里中山路一段576號
8712,2016,臺中市,8713,新大同聯合診所,1536030011,437,台中市大甲區頂店里中山路一段1089號
8713,2016,臺中市,8714,璩大維診所,3536031878,437,台中市大甲區中山路一段1035號
8714,2016,臺中市,8715,大元診所,3536031805,437,台中市大甲區順天里順天路165號
8715,2016,臺中市,8716,青年診所,3503030012,437,台中市大甲區青年路107號
8716,2016,臺中市,8717,臺中巿沙鹿區衛生所,2336050010,433,台中市沙鹿區文昌街20號
8717,2016,臺中市,8718,朱博欣小兒科,3536051656,433,台中市沙鹿區中山路418號
8718,2016,臺中市,8719,孫皓雲小兒科,3536051683,433,台中市沙鹿區中山路388-2號
8719,2016,臺中市,8720,家安小兒科,3503050050,433,台中市沙鹿區中山路162號
8720,2016,臺中市,8721,彰仁診所,3536050060,433,台中市沙鹿區大同街65號
8721,2016,臺中市,8722,高銘診所,3536050391,433,台中市沙鹿區台灣大道791號
8722,2016,臺中市,8723,沙鹿李小兒科,3536051530,433,台中市沙鹿區沙田路172號
8723,2016,臺中市,8724,晨安診所,3536051736,433,台中市沙鹿區北勢東路695號
8724,2016,臺中市,8725,小太陽診所,3536051601,433,台中市沙鹿區鎮南路二段631號
8725,2016,臺中市,8726,得吉診所,3536051745,433,台中市沙鹿區北勢東路695號
8726,2016,臺中市,8727,黃如峰診所,3536051576,433,台中市沙鹿區中清路六段271號
8727,2016,臺中市,8728,真善美診所,3536051718,433,台中市沙鹿區成功東街119號
8728,2016,臺中市,8729,李昭儀小兒科診所,3503050103,433,台中市沙鹿區光華路113之1號
8729,2016,臺中市,8730,醫達人診所,3503050078,433,台中市沙鹿區正義路2號2樓
8730,2016,臺中市,8731,程耳鼻喉科,3536051585,433,台中市沙鹿區中山路386-1號
8731,2016,臺中市,8732,光田醫院, 0936050029 ,433,台中市沙鹿區沙田路117號
8732,2016,臺中市,8733,臺中市后里區衛生所,2336070012,421,台中市后里區公安路86號
8733,2016,臺中市,8734,蕭天讚小兒科診所,3536071327,421,台中市后里區甲后路一段589號
8734,2016,臺中市,8735,后里維恩耳鼻喉科診所,3536071425,421,台中市后里區甲后路一段510號
8735,2016,臺中市,8736,光仁診所,3536070115,421,台中市后里區三豐路四段17號
8736,2016,臺中市,8737,厚生診所,3536071407,421,台中市后里區三豐路三段1090號
8737,2016,臺中市,8738,后安診所,3536071363,421,台中市后里區甲后路一段315號
8738,2016,臺中市,8739,施博元診所,3536070188,421,台中市后里區民生路220號
8739,2016,臺中市,8740,吉泰診所,3536071381,421,台中市后里區甲后路一段167號
8740,2016,臺中市,8741,國泰診所,3536070179,421,台中市后里區甲后路一段416號
8741,2016,臺中市,8742,月眉診所,3536070268,421,台中市后里區甲后路二段455號
8742,2016,臺中市,8743,佳音診所,3536070240,421,台中市后里區甲后路一段400號
8743,2016,臺中市,8744,生和診所,3536070197,421,台中市后里區甲后路一段489號
8744,2016,臺中市,8745,徐內小兒科診所,3536070062,421,台中市后里區甲后路一段832號
8745,2016,臺中市,8746,張偉煌診所,3536071372,421,台中市后里區甲后路一段636號
8746,2016,臺中市,8747,資生診所,3536070231,421,台中市后里區四村路61號
8747,2016,臺中市,8748,憲生外科婦產科診所,3536070133,421,台中市后里區三豐路三段967號
8748,2016,臺中市,8749,嘉家耳鼻喉科診所,3503070034,421,台中市后里區民生路82號
8749,2016,臺中市,8750,臺中巿潭子衛生所,2336090014,427,台中市潭子區中山路2段241巷5號
8750,2016,臺中市,8751,佛教慈濟醫療財團法人醫院台中慈濟醫院,1136090519,427,台中市潭子區聚興里豐興路1段66、88號
8751,2016,臺中市,8752,游振國小兒科診所,3536090153,427,台中市潭子區甘蔗里雅潭路一段165號
8752,2016,臺中市,8753,普霖小兒科診所,3536091534,427,台中市潭子區福仁里復興路1段55號
8753,2016,臺中市,8754,賴淵聖小兒科診所,3536091730,427,台中市潭子區光陽路46號
8754,2016,臺中市,8755,人愛診所,3536090313,427,台中市潭子區潭陽里潭興路二段394號
8755,2016,臺中市,8756,何孟哲診所,3536091598,427,台中市潭子區甘蔗里勝利路273號
8756,2016,臺中市,8757,佳佑診所,3536091712,427,台中市潭子區勝利路319號
8757,2016,臺中市,8758,家興診所,3536091749,427,台中市潭子區中山路一段37號
8758,2016,臺中市,8759,潭興診所,3536091776,427,台中市潭子區潭興路二段460號
8759,2016,臺中市,8760,潭子謝小兒科內科診所,3536090037,427,台中市潭子區中山路二段384號
8760,2016,臺中市,8761,林明亮診所,3536090055,427,台中市潭子區頭張路一段3號
8761,2016,臺中市,8762,林啟忠診所,3036090260,427,台中市潭子區潭北里光陽路163號
8762,2016,臺中市,8763,泰昌診所,3536090359,427,台中市潭子區頭家里頭張路一段88號
8763,2016,臺中市,8764,品安診所,3536090420,427,台中市潭子區勝利路166號
8764,2016,臺中市,8765,潭子林外科診所,3536091543,427,台中市潭子區潭秀里中山路2段384-6號
8765,2016,臺中市,8766,安泰診所,3503090018,427,台中市潭子區潭興路3段85號
8766,2016,臺中市,8767,林田診所,3536090206,427,台中市潭子區潭陽里潭興路2段370號
8767,2016,臺中市,8768,臺中巿新社區衛生所,2336110011,426,台中市新社區興社街4段1號
8768,2016,臺中市,8769,興安診所,3536111139,426,台中市新社區新社里興安路49-2號
8769,2016,臺中市,8770,安宏安家聯合診所,3503110015,426,台中市新社區中興里中興嶺85號
8770,2016,臺中市,8771,臺中巿外埔衛生所,2336130013,438,台中市外埔區甲后路三段1062號
8771,2016,臺中市,8772,康強診所,3503130035,438,台中市外埔區水美里水美路20-3號1樓
8772,2016,臺中市,8773,外埔診所,3536130134,438,台中市外埔區甲后路三段881號
8773,2016,臺中市,8774,佳優診所,3536131220,438,台中市外埔區甲后路三段1042號
8774,2016,臺中市,8775,臺中巿烏日區衛生所,2336150015,414,台中市烏日區烏日里長樂街１３６號
8775,2016,臺中市,8776,烏日澄清醫院,1536151042,414,台中市烏日區前竹里光明路419號
8776,2016,臺中市,8777,慈祐診所,3503150073,414,台中市烏日區九德里中山路１段５４８號１．２樓
8777,2016,臺中市,8778,學田珍所,3536151366,414,台中市烏日區學田里學田路便行巷２號
8778,2016,臺中市,8779,惠馨小兒科診所,3536151428,414,台中市烏日區烏日里中山路２段７７號
8779,2016,臺中市,8780,賴永清小兒科診所,3536151437,414,台中市烏日區中山路１段５３８號
8780,2016,臺中市,8781,施建成診所,3536151400,414,台中市烏日區仁德里中山路一段４５５號
8781,2016,臺中市,8782,張文華診所,3536150190,414,台中市烏日區仁德里中山路一段４２３號
8782,2016,臺中市,8783,欣祥診所,3503150046,414,台中市烏日區興祥街７１號１樓
8783,2016,臺中市,8784,英和診所,3503150055,414,台中市烏日區中山路１段３６７號１樓
8784,2016,臺中市,8785,明陽小兒科診所,3536150216,414,台中市烏日區中山路一段３５９號
8785,2016,臺中市,8786,德昌小兒科診所,3503150019,414,台中市烏日區中山路一段３３５號１樓
8786,2016,臺中市,8787,佳康診所,3536151517,414,台中市烏日區溪南路一段５６２號１樓
8787,2016,臺中市,8788,臺中巿龍井區衛生所,2336170017,434,台中市龍井區沙田路4段243號
8788,2016,臺中市,8789,博仁家庭醫學科診所,3501370075,434,台中市龍井區沙田路5段45號
8789,2016,臺中市,8790,東海小兒科診所,3536170398,434,台中市龍井區新東里新興路96-23號
8790,2016,臺中市,8791,哲民診所,3536170174,434,台中市龍井區新東里遊園南路193號
8791,2016,臺中市,8792,崇祐診所,3536170138,434,台中市龍井區新東里新興路45-2號
8792,2016,臺中市,8793,魏嘉慶家醫科診所,3536171475,434,台中市龍井區東海里藝術街142巷1號
8793,2016,臺中市,8794,祐晟診所,3536170236,434,台中市龍井區東海里國際街111號
8794,2016,臺中市,8795,龍安診所,3536170110,434,台中市龍井區龍東里文昌路433號
8795,2016,臺中市,8796,育恩診所,3536171500,434,台中市龍井區遊園南路339-341號
8796,2016,臺中市,8797,龍心診所,3536170352,434,台中市龍井區中央路二段137號
8797,2016,臺中市,8798,宏升診所,3503170020,434,台中市龍井區中央路一段212-1號1樓
8798,2016,臺中市,8799,忠和診所,3536170129,434,台中市龍井區中央路二段156號
8799,2016,臺中市,8800,臺中巿太平區衛生所,2336190019,411,台中市太平區中山路一段213之1號
8800,2016,臺中市,8801,順智診所,3536192447,411,台中市太平區太平路95號
8801,2016,臺中市,8802,萬泰診所,3536191048,411,台中市太平區大興路112號
8802,2016,臺中市,8803,安仁診所,3503190077,411,台中市太平區中山路一段319號
8803,2016,臺中市,8804,勤益診所,3536192524,411,台中市太平區中山路一段319號
8804,2016,臺中市,8805,慶華診所,3536192170,411,台中市太平區中山路二段412-1號1樓
8805,2016,臺中市,8806,健康診所,3536190012,411,台中市太平區中山路二段434號
8806,2016,臺中市,8807,保安診所,3536190210,411,台中市太平區中山路四段136號
8807,2016,臺中市,8808,新勝診所,3536192358,411,台中市太平區中平九接20號
8808,2016,臺中市,8809,呂其嘉婦產科診所,3536190596,411,台中市太平區中平路151-5號
8809,2016,臺中市,8810,太平澄清醫院,1536190067,411,台中市太平區中興路92號
8810,2016,臺中市,8811,德祐診所,3536192250,411,台中市太平區光興路1076號
8811,2016,臺中市,8812,順輝內科診所,3536190372,411,台中市太平區成功東路2號
8812,2016,臺中市,8813,宜欣診所,3536190541,411,台中市太平區宜佳街10號1樓
8813,2016,臺中市,8814,賢德醫院,1536190076,411,台中市太平區宜昌路420號
8814,2016,臺中市,8815,洪士明診所,3536192401,411,台中市太平區宜昌路527號
8815,2016,臺中市,8816,榮平診所,3503190031,411,台中市太平區東平路513號
8816,2016,臺中市,8817,陳天乙診所,3536190621,411,台中市太平區新仁路一段154號
8817,2016,臺中市,8818,正安診所,3536190729,411,台中市太平區樹德路69巷4號
8818,2016,臺中市,8819,健友診所,3536191084,411,台中市太平區興隆路一段238號
8819,2016,臺中市,8820,安興診所,3503190013,411,台中市太平區興隆路一段248號
8820,2016,臺中市,8821,康祐診所,3503190095,411,台中市太平區中山路一段220號1樓
8821,2016,臺中市,8822,國軍臺中總院,0536190011,411,台中市太平區中山路二段348號
8822,2016,臺中市,8823,佳恩聯合診所,3536190845,411,台中市太平區中山路二段372-1號
8823,2016,臺中市,8824,幼康小兒科診所,3536192376,411,台中市太平區中山路三段139號1樓
8824,2016,臺中市,8825,馮少雄小兒科診所,3536192143,411,台中市太平區中平路121號
8825,2016,臺中市,8826,建志耳鼻喉科,3536192509,411,台中市太平區中興路110號
8826,2016,臺中市,8827,卓小兒科診所,3536190130,411,台中市太平區中興路51-2號
8827,2016,臺中市,8828,文貴旺診所,3536190952,411,台中市太平區太平路326號
8828,2016,臺中市,8829,承安診所,3536192152,411,台中市太平區永豐路3號
8829,2016,臺中市,8830,蔡醫師小兒科診所,3503190059,411,台中市太平區宜昌里13鄰宜昌路556號1樓
8830,2016,臺中市,8831,恆欣小兒科診所,3536192438,411,台中市太平區新平路一段108號
8831,2016,臺中市,8832,禎宏診所,3503190166,411,台中市太平區新興路22號
8832,2016,臺中市,8833,樹德兒科診所,3503190157,411,台中市太平區新興路48號1樓
8833,2016,臺中市,8834,黃健郎耳鼻喉科診所,3536191066,411,台中市太平區樹孝路14號
8834,2016,臺中市,8835,弘鑫耳鼻喉科診所,3536192554,411,台中市太平區樹孝路214號1樓
8835,2016,臺中市,8836,耀仁診所,3536192456,411,台中市太平區樹孝路39-7號
8836,2016,臺中市,8837,方德涵小兒科診所,3536192385,411,台中市太平區樹孝路39-9號
8837,2016,臺中市,8838,長安醫院,1503190011,411,"台中市太平區永平路一段9號
"
8838,2016,臺中市,8839,臺中巿東勢區衛生所,2336020012,423,台中市東勢區豐勢路490號
8839,2016,臺中市,8840,東勢農會附屬農民醫院,1436020013,423,台中市東勢區豐勢路297號
8840,2016,臺中市,8841,仁慈診所,3503020098,423,台中市東勢區豐勢路318號
8841,2016,臺中市,8842,元和診所,3503020089,423,台中市東勢區豐勢路318號
